customerKey,First Name,Last Name,full Name,gender,DateFirstPurchase,CustomerCity
21343,Colin,Zeng,Colin Zeng,MALE,2022-08-30,Burbank
21344,Trevor,Perry,Trevor Perry,MALE,2022-09-15,Lemon Grove
21345,Kristina,Martinez,Kristina Martinez,FEMALE,2022-08-08,Cliffside
21346,Christian,Rodriguez,Christian Rodriguez,MALE,2022-07-14,Santa Cruz
21347,Alisha,Raji,Alisha Raji,FEMALE,2023-01-28,Cliffside
21348,Alexis,Patterson,Alexis Patterson,FEMALE,2021-09-01,Langley
21349,Bryan,Kelly,Bryan Kelly,MALE,2021-09-25,N. Vancouver
21350,Mindy,Sharma,Mindy Sharma,FEMALE,2022-02-23,Chula Vista
21351,James,Coleman,James Coleman,MALE,2022-10-27,Lakewood
21352,Morgan,Long,Morgan Long,FEMALE,2021-09-11,Vancouver
21353,Karen,Wu,Karen Wu,FEMALE,2022-07-14,Bothell
21354,Morgan,Bailey,Morgan Bailey,FEMALE,2021-09-08,Langley
21355,Mya,Diaz,Mya Diaz,FEMALE,2022-10-01,Marysville
21356,Gabriella,Evans,Gabriella Evans,FEMALE,2022-10-24,Lemon Grove
21357,Jada,Nelson,Jada Nelson,FEMALE,2022-09-29,Everett
21358,Cody,Reed,Cody Reed,MALE,2022-03-25,Oakland
21359,Johnny,Luo,Johnny Luo,MALE,2021-02-14,North Sydney
21360,Orlando,Gill,Orlando Gill,MALE,2022-09-09,Lavender Bay
21361,Ricky,Romero,Ricky Romero,MALE,2021-02-15,Seaford
21362,Angel,Evans,Angel Evans,MALE,2023-01-19,Sunbury
21363,Tammy,Arthur,Tammy Arthur,FEMALE,2022-04-27,Findon
21364,Charles,Gray,Charles Gray,MALE,2023-01-26,N. Vancouver
21365,Gloria,Ramos,Gloria Ramos,FEMALE,2022-04-27,Malabar
21366,Kelvin,Andersen,Kelvin Andersen,MALE,2022-02-01,Melton
21367,Cindy,Rana,Cindy Rana,FEMALE,2022-02-21,Port Macquarie
21368,Mason,Collins,Mason Collins,MALE,2022-06-29,Daly City
21369,Sarah,Rodriguez,Sarah Rodriguez,FEMALE,2022-09-29,San Diego
21370,Emmanuel,Martinez,Emmanuel Martinez,MALE,2022-07-16,Melton
21371,Ann,Patel,Ann Patel,FEMALE,2022-07-06,Milsons Point
21372,Wayne,Raje,Wayne Raje,MALE,2022-08-21,Rockhampton
21373,Clayton,Liu,Clayton Liu,MALE,2022-03-12,Seaford
21374,Stacey,Zhou,Stacey Zhou,FEMALE,2022-03-11,Sydney
21375,Carl,Sharma,Carl Sharma,MALE,2022-03-02,Sydney
21376,Paula,Ramos,Paula Ramos,FEMALE,2022-08-25,Sunbury
21377,Allison,Bailey,Allison Bailey,FEMALE,2022-06-04,Goulburn
21378,Rebekah,Diaz,Rebekah Diaz,FEMALE,2022-07-17,Hobart
21379,Colleen,Huang,Colleen Huang,FEMALE,2021-02-14,Goulburn
21380,Candace,Sara,Candace Sara,FEMALE,2021-02-11,Goulburn
21381,Francis,Ruiz,Francis Ruiz,MALE,2022-11-13,Silverwater
21382,Brad,Chander,Brad Chander,MALE,2022-02-09,Hervey Bay
21383,Ricardo,Anand,Ricardo Anand,MALE,2022-10-31,Bendigo
21384,Ronnie,Lin,Ronnie Lin,MALE,2021-02-17,North Sydney
21385,Nicole,Peterson,Nicole Peterson,FEMALE,2022-12-18,Coronado
21386,Abigail,Wood,Abigail Wood,FEMALE,2022-12-26,Fremont
21387,Nelson,Diaz,Nelson Diaz,MALE,2021-02-03,Rockhampton
21388,Nicole,Lee,Nicole Lee,FEMALE,2022-10-15,Oregon City
21389,Jamie,Sun,Jamie Sun,FEMALE,2021-02-05,Warrnambool
21390,Grant,Becker,Grant Becker,MALE,2022-12-08,Malabar
21391,Dawn,Xie,Dawn Xie,FEMALE,2022-02-05,Caloundra
21392,Kelli,Lin,Kelli Lin,FEMALE,2022-11-17,Rockhampton
21393,Candace,Arun,Candace Arun,FEMALE,2021-02-03,Cranbourne
21394,Gabriella,Parker,Gabriella Parker,FEMALE,2021-01-31,Warrnambool
21395,Alexia,Hughes,Alexia Hughes,FEMALE,2023-01-05,Bellingham
21396,Megan,Martinez,Megan Martinez,FEMALE,2022-10-02,Burien
21397,Mason,Howard,Mason Howard,MALE,2022-07-17,Olympia
21398,Ethan,Diaz,Ethan Diaz,MALE,2022-11-25,Spring Valley
21399,Ian,Hughes,Ian Hughes,MALE,2022-10-29,Woodland Hills
21400,Adam,Campbell,Adam Campbell,MALE,2021-09-14,Haney
21401,Eric,Powell,Eric Powell,MALE,2022-10-13,Lebanon
21402,Kevin,King,Kevin King,MALE,2021-02-20,Wollongong
21403,Lisa,Roy,Lisa Roy,MALE,2021-02-09,Rockhampton
21404,Julio,Sanz,Julio Sanz,MALE,2021-02-21,Hervey Bay
21405,Bonnie,Shen,Bonnie Shen,FEMALE,2022-06-27,Gold Coast
21406,Troy,Chandra,Troy Chandra,MALE,2022-03-18,Cranbourne
21407,Wesley,Lin,Wesley Lin,MALE,2022-01-28,Cranbourne
21408,Autumn,Chen,Autumn Chen,FEMALE,2021-02-09,Bendigo
21409,Johnny,Deng,Johnny Deng,MALE,2022-04-24,Melton
21410,Eric,Zhang,Eric Zhang,MALE,2022-11-14,Edmonds
21411,Maria,Kelly,Maria Kelly,FEMALE,2022-11-27,Lemon Grove
21412,Jordan,Alexander,Jordan Alexander,MALE,2022-02-05,Royal Oak
21413,Dalton,Robinson,Dalton Robinson,MALE,2022-06-24,Issaquah
21414,Aaron,Butler,Aaron Butler,MALE,2022-12-26,Lebanon
21415,Sydney,Sanchez,Sydney Sanchez,FEMALE,2022-10-11,Redmond
21416,Ryan,Butler,Ryan Butler,MALE,2022-10-21,Beverly Hills
21417,Gabrielle,Torres,Gabrielle Torres,FEMALE,2022-10-21,Burbank
21418,Alicia,Chapman,Alicia Chapman,FEMALE,2021-02-09,Brisbane
21419,Gilbert,Ma,Gilbert Ma,MALE,2022-05-22,Coronado
21420,Isabella,Carter,Isabella Carter,FEMALE,2022-10-30,Los Angeles
21421,Ashley,Ross,Ashley Ross,FEMALE,2022-07-22,Sedro Woolley
21422,Karen,Wood,Karen Wood,FEMALE,2022-11-02,Oakland
21423,Connor,Adams,Connor Adams,MALE,2021-09-20,Westminster
21424,Emily,Alexander,Emily Alexander,FEMALE,2022-10-09,El Cajon
21425,Carlos,Hall,Carlos Hall,MALE,2022-07-07,National City
21426,Jon,Raje,Jon Raje,MALE,2022-10-17,Colma
21427,Kelly,Foster,Kelly Foster,FEMALE,2022-11-28,Port Orchard
21428,Jada,Brooks,Jada Brooks,FEMALE,2022-11-22,Burien
21429,Isabella,Sandberg,Isabella Sandberg,FEMALE,2022-12-18,Portland
21430,Savannah,Morgan,Savannah Morgan,FEMALE,2022-09-14,Burbank
21431,Preston,Kapoor,Preston Kapoor,MALE,2022-12-26,Cliffside
21432,Melanie,Ward,Melanie Ward,FEMALE,2022-03-06,Everett
21433,Gerald,Martinez,Gerald Martinez,MALE,2022-08-19,Concord
21434,Isabella,Smith,Isabella Smith,FEMALE,2022-12-26,San Gabriel
21435,Connor,Alexander,Connor Alexander,MALE,2022-12-18,Santa Monica
21436,Brandi,Serrano,Brandi Serrano,FEMALE,2022-12-26,Bremerton
21437,Whitney,Sara,Whitney Sara,FEMALE,2022-12-23,Chula Vista
21438,Edward,Price,Edward Price,MALE,2022-01-10,Santa Cruz
21439,Thomas,Clark,Thomas Clark,MALE,2022-01-06,Redmond
21440,Ian,Morgan,Ian Morgan,MALE,2021-12-29,Lincoln Acres
21441,Edward,Nelson,Edward Nelson,MALE,2023-01-13,Port Hammond
21442,Savannah,Cook,Savannah Cook,FEMALE,2022-02-11,La Jolla
21443,Zoe,Morgan,Zoe Morgan,FEMALE,2022-02-26,Olympia
21444,Blake,Lopez,Blake Lopez,MALE,2022-05-25,Palo Alto
21445,Madeline,Evans,Madeline Evans,FEMALE,2022-02-28,Bellingham
21446,Jeremy,Barnes,Jeremy Barnes,MALE,2022-05-09,Vancouver
21447,Anthony,Harris,Anthony Harris,MALE,2022-07-10,Port Hammond
21448,Jenna,Nelson,Jenna Nelson,FEMALE,2022-01-20,Concord
21449,Devon,Raheem,Devon Raheem,MALE,2022-05-19,Concord
21450,Nathan,Bryant,Nathan Bryant,MALE,2022-10-29,Vancouver
21451,Jocelyn,Ross,Jocelyn Ross,FEMALE,2022-06-24,Concord
21452,Seth,Bailey,Seth Bailey,MALE,2022-06-29,Corvallis
21453,Wayne,Deng,Wayne Deng,MALE,2022-03-08,Cliffside
21454,Alvin,Goldstein,Alvin Goldstein,MALE,2022-10-29,Concord
21455,Samuel,Shan,Samuel Shan,MALE,2022-05-12,Bellingham
21456,Dalton,Gonzales,Dalton Gonzales,MALE,2022-05-07,Lebanon
21457,Jamie,Serrano,Jamie Serrano,MALE,2022-09-27,Beverly Hills
21458,Carson,Price,Carson Price,MALE,2022-06-15,Lemon Grove
21459,Luis,Alexander,Luis Alexander,MALE,2022-02-15,Torrance
21460,Jack,Carter,Jack Carter,MALE,2022-07-22,Spring Valley
21461,Elizabeth,Simmons,Elizabeth Simmons,FEMALE,2022-10-30,Port Hammond
21462,Katelyn,Nelson,Katelyn Nelson,FEMALE,2022-12-18,Newport Beach
21463,Logan,Roberts,Logan Roberts,MALE,2022-08-07,Spring Valley
21464,Miguel,Griffin,Miguel Griffin,MALE,2022-11-21,Langford
21465,Austin,Shan,Austin Shan,MALE,2022-01-10,San Francisco
21466,Austin,Jones,Austin Jones,MALE,2022-01-23,Lake Oswego
21467,David,Harris,David Harris,MALE,2022-09-18,Port Orchard
21468,Ethan,Yang,Ethan Yang,MALE,2022-09-13,Lincoln Acres
21469,Caitlin,Bell,Caitlin Bell,FEMALE,2022-01-10,El Cajon
21470,Stephanie,Jenkins,Stephanie Jenkins,FEMALE,2022-01-18,Chula Vista
21471,Marcus,Carter,Marcus Carter,MALE,2022-04-04,Langford
21472,Patrick,Ward,Patrick Ward,MALE,2022-03-05,Glendale
21473,Stacy,Rubio,Stacy Rubio,FEMALE,2022-09-16,Burien
21474,Lucas,Gray,Lucas Gray,MALE,2022-02-24,Kirkland
21475,Cassidy,Alexander,Cassidy Alexander,FEMALE,2022-10-28,Daly City
21476,Hunter,Jenkins,Hunter Jenkins,MALE,2022-10-23,Downey
21477,Katelyn,Watson,Katelyn Watson,FEMALE,2022-06-21,Mill Valley
21478,Abigail,Reed,Abigail Reed,FEMALE,2022-10-13,National City
21479,Noah,Foster,Noah Foster,MALE,2022-10-22,San Diego
21480,Alfredo,Martin,Alfredo Martin,MALE,2022-12-26,Cliffside
21481,Jose,Diaz,Jose Diaz,MALE,2022-09-07,Edmonds
21482,Haley,Flores,Haley Flores,FEMALE,2022-09-29,Lake Oswego
21483,Michelle,Bailey,Michelle Bailey,FEMALE,2022-10-16,Seattle
21484,Abigail,Coleman,Abigail Coleman,FEMALE,2022-10-09,Sedro Woolley
21485,Brandon,Clark,Brandon Clark,MALE,2022-10-20,Spokane
21486,Suzanne,Gao,Suzanne Gao,FEMALE,2022-09-29,Burbank
21487,Jacqueline,Ramirez,Jacqueline Ramirez,FEMALE,2022-01-16,Novato
21488,Madison,Henderson,Madison Henderson,FEMALE,2022-01-12,San Diego
21489,Neil,Gutierrez,Neil Gutierrez,MALE,2022-09-08,Cliffside
21490,Cole,Ward,Cole Ward,MALE,2022-11-23,Haney
21491,Joseph,Lewis,Joseph Lewis,MALE,2022-10-13,Kirkland
21492,Robert,Jai,Robert Jai,MALE,2022-05-31,Daly City
21493,Carson,Coleman,Carson Coleman,MALE,2022-12-13,San Diego
21494,Kayla,Gonzales,Kayla Gonzales,FEMALE,2022-08-11,N. Vancouver
21495,James,Hughes,James Hughes,MALE,2022-12-28,Olympia
21496,Nichole,Rai,Nichole Rai,FEMALE,2022-02-23,Beverly Hills
21497,Patrick,Cox,Patrick Cox,MALE,2022-12-08,Chula Vista
21498,Cameron,Wilson,Cameron Wilson,MALE,2022-11-14,Coronado
21499,Bailey,Ramirez,Bailey Ramirez,FEMALE,2022-11-03,San Carlos
21500,Devin,Long,Devin Long,MALE,2022-02-18,Tacoma
21501,Deb,Foster,Deb Foster,MALE,2021-08-29,Oak Bay
21502,Morgan,Clark,Morgan Clark,FEMALE,2022-10-14,Grossmont
21503,Melanie,Long,Melanie Long,FEMALE,2022-11-20,Lynnwood
21504,Chloe,Torres,Chloe Torres,FEMALE,2022-10-16,Bremerton
21505,Ronald,Gonzalez,Ronald Gonzalez,MALE,2022-11-30,Paris
21506,Randall,Gutierrez,Randall Gutierrez,MALE,2022-12-18,Poing
21507,Hunter,Smith,Hunter Smith,MALE,2022-02-04,Billericay
21508,Suzanne,Li,Suzanne Li,FEMALE,2021-11-29,Berks
21509,Michele,Lopez,Michele Lopez,FEMALE,2021-11-30,London
21510,Carol,Perry,Carol Perry,FEMALE,2022-04-02,Bottrop
21511,Richard,Sanders,Richard Sanders,MALE,2022-07-16,Peterborough
21512,Emma,Russell,Emma Russell,FEMALE,2022-09-24,Billericay
21513,Stacey,Xu,Stacey Xu,FEMALE,2022-08-20,Paris
21514,Krystal,Zhu,Krystal Zhu,FEMALE,2022-05-31,München
21515,Barbara,Yuan,Barbara Yuan,FEMALE,2022-06-06,Bracknell
21516,Larry,Serrano,Larry Serrano,MALE,2021-12-18,London
21517,Gerald,Subram,Gerald Subram,MALE,2021-12-12,London
21518,Ruben,Madan,Ruben Madan,MALE,2022-07-20,Paris
21519,Franklin,Becker,Franklin Becker,MALE,2022-06-11,Werne
21520,Seth,Baker,Seth Baker,MALE,2022-10-31,Gateshead
21521,Joanna,Romero,Joanna Romero,FEMALE,2022-08-16,Lille
21522,Morgan,Bryant,Morgan Bryant,FEMALE,2022-07-02,Paris
21523,Timothy,Green,Timothy Green,MALE,2023-01-28,Saarlouis
21524,Faith,Wood,Faith Wood,FEMALE,2023-01-28,Peterborough
21525,Victoria,Howard,Victoria Howard,FEMALE,2022-02-16,Kirkby
21526,Jonathon,Munoz,Jonathon Munoz,MALE,2022-08-22,Offenbach
21527,Sergio,Patel,Sergio Patel,MALE,2022-12-26,Les Ulis
21528,Jay,Moreno,Jay Moreno,MALE,2022-11-27,Paderborn
21529,Kristi,Martinez,Kristi Martinez,FEMALE,2022-11-24,Orleans
21530,Toni,Raman,Toni Raman,FEMALE,2022-08-08,Saint Ouen
21531,Kari,Vance,Kari Vance,FEMALE,2023-01-22,Saint-Denis
21532,Sierra,Turner,Sierra Turner,FEMALE,2022-12-23,Saarlouis
21533,Gilbert,Tang,Gilbert Tang,MALE,2022-07-04,Milton Keynes
21534,Warren,Rai,Warren Rai,MALE,2021-11-28,London
21535,Alfredo,Sandberg,Alfredo Sandberg,MALE,2022-11-13,Roissy en Brie
21536,Billy,Rubio,Billy Rubio,MALE,2022-09-18,Dresden
21537,Gloria,Navarro,Gloria Navarro,FEMALE,2022-12-09,Hamburg
21538,Tara,Luo,Tara Luo,FEMALE,2022-12-20,Bobigny
21539,Phillip,Raman,Phillip Raman,MALE,2022-09-27,Versailles
21540,Ross,Rubio,Ross Rubio,MALE,2021-12-04,London
21541,Daisy,Gutierrez,Daisy Gutierrez,FEMALE,2022-09-06,Peterborough
21542,Patricia,Vance,Patricia Vance,FEMALE,2022-12-08,Bobigny
21543,Naomi,Romero,Naomi Romero,FEMALE,2022-07-28,Les Ulis
21544,Gary,Moreno,Gary Moreno,MALE,2022-11-07,High Wycombe
21545,Michele,Schmidt,Michele Schmidt,FEMALE,2021-12-17,York
21546,Cory,Garcia,Cory Garcia,MALE,2022-09-30,Bottrop
21547,Brad,Raje,Brad Raje,MALE,2022-08-30,Gateshead
21548,Christy,Chander,Christy Chander,FEMALE,2022-09-19,London
21549,Jerome,Ruiz,Jerome Ruiz,MALE,2022-03-04,Berlin
21550,Kara,Deng,Kara Deng,FEMALE,2022-08-09,Berlin
21551,Elijah,Butler,Elijah Butler,MALE,2022-08-02,Sunbury
21552,Francis,Alvarez,Francis Alvarez,MALE,2021-02-10,Brisbane
21553,Allen,Suri,Allen Suri,MALE,2021-02-28,Townsville
21554,Molly,Rana,Molly Rana,FEMALE,2022-08-25,Goulburn
21555,Jarrod,Madan,Jarrod Madan,MALE,2021-02-20,Melbourne
21556,Gloria,Serrano,Gloria Serrano,FEMALE,2021-02-04,Silverwater
21557,Kate,Lal,Kate Lal,FEMALE,2021-02-27,Lavender Bay
21558,Nicole,Coleman,Nicole Coleman,FEMALE,2021-02-22,Goulburn
21559,Pedro,Malhotra,Pedro Malhotra,MALE,2021-02-17,Rockhampton
21560,Kristopher,Lopez,Kristopher Lopez,MALE,2021-02-19,Melbourne
21561,Albert,Navarro,Albert Navarro,MALE,2021-01-30,Matraville
21562,Drew,Jai,Drew Jai,MALE,2021-03-21,Darlinghurst
21563,Carla,Mehta,Carla Mehta,FEMALE,2022-03-01,Hawthorne
21564,Erica,Liu,Erica Liu,FEMALE,2022-05-10,Townsville
21565,Sheena,Shan,Sheena Shan,FEMALE,2022-02-17,Caloundra
21566,Jermaine,Garcia,Jermaine Garcia,MALE,2022-02-24,East Brisbane
21567,Candace,Sanchez,Candace Sanchez,FEMALE,2021-03-10,Sydney
21568,Jacquelyn,Hernandez,Jacquelyn Hernandez,FEMALE,2021-03-03,Gold Coast
21569,Brendan,Rai,Brendan Rai,MALE,2021-03-24,Lane Cove
21570,Barry,Kovár,Barry Kovár,MALE,2021-03-16,North Ryde
21571,Darryl,Yang,Darryl Yang,MALE,2021-03-12,Matraville
21572,Randall,Ramos,Randall Ramos,MALE,2021-03-07,Malabar
21573,Jimmy,Munoz,Jimmy Munoz,MALE,2022-08-09,Rhodes
21574,Fernando,Lewis,Fernando Lewis,MALE,2022-02-12,Sedro Woolley
21575,Justin,Foster,Justin Foster,MALE,2021-12-30,Fremont
21576,Benjamin,Gonzales,Benjamin Gonzales,MALE,2022-01-25,Oregon City
21577,Tiffany,Ma,Tiffany Ma,FEMALE,2022-12-03,Cliffside
21578,Jordan,Green,Jordan Green,MALE,2022-08-26,Tacoma
21579,Wyatt,Jackson,Wyatt Jackson,MALE,2022-06-03,Woodburn
21580,Mariah,Ward,Mariah Ward,FEMALE,2022-06-11,Langley
21581,Rachel,Russell,Rachel Russell,FEMALE,2022-02-06,Westminster
21582,Amber,Roberts,Amber Roberts,FEMALE,2021-10-07,Cliffside
21583,Jaclyn,Lal,Jaclyn Lal,FEMALE,2022-10-16,Casper
21584,Gavin,Bryant,Gavin Bryant,MALE,2022-10-07,Everett
21585,Trinity,Gray,Trinity Gray,FEMALE,2022-10-26,Lebanon
21586,Stephanie,Foster,Stephanie Foster,FEMALE,2022-10-23,W. Linn
21587,Jenna,Roberts,Jenna Roberts,FEMALE,2022-10-28,Bellflower
21588,Theodore,Martin,Theodore Martin,MALE,2022-11-10,Burbank
21589,Vanessa,Coleman,Vanessa Coleman,FEMALE,2021-09-29,Port Hammond
21590,Taylor,Gonzales,Taylor Gonzales,FEMALE,2022-11-10,Bellingham
21591,Clayton,Goel,Clayton Goel,MALE,2022-12-22,Colma
21592,Christina,Reed,Christina Reed,FEMALE,2022-10-27,Kirkland
21593,Marcus,Roberts,Marcus Roberts,MALE,2022-11-06,Burbank
21594,Brianna,Moore,Brianna Moore,FEMALE,2022-11-06,Fremont
21595,Juan,Ward,Juan Ward,MALE,2021-10-01,N. Vancouver
21596,Luke,Wright,Luke Wright,MALE,2022-11-21,Woodburn
21597,Jose,Jones,Jose Jones,MALE,2022-01-19,Coronado
21598,Chloe,Perez,Chloe Perez,FEMALE,2022-11-14,Yakima
21599,Sara,Lopez,Sara Lopez,FEMALE,2022-11-05,Salem
21600,Alexa,Bell,Alexa Bell,FEMALE,2021-12-31,Santa Cruz
21601,Jacqueline,Bell,Jacqueline Bell,FEMALE,2022-02-20,San Francisco
21602,Manuel,Malhotra,Manuel Malhotra,MALE,2022-02-05,Burien
21603,Seth,Barnes,Seth Barnes,MALE,2022-02-03,Bellingham
21604,Melanie,Howard,Melanie Howard,FEMALE,2022-11-14,Downey
21605,Brittney,Ye,Brittney Ye,FEMALE,2022-11-04,Burien
21606,Connor,Roberts,Connor Roberts,MALE,2022-11-06,Edmonds
21607,Bryce,Torres,Bryce Torres,MALE,2022-11-12,Edmonds
21608,David,Griffin,David Griffin,MALE,2022-02-22,Redmond
21609,Tabitha,Blanco,Tabitha Blanco,FEMALE,2022-02-04,Chula Vista
21610,Caleb,Edwards,Caleb Edwards,MALE,2022-02-27,Fremont
21611,Ethan,Wilson,Ethan Wilson,MALE,2022-02-24,Woodland Hills
21612,Spencer,Foster,Spencer Foster,MALE,2022-07-15,Salem
21613,Caleb,Powell,Caleb Powell,MALE,2021-10-17,Newton
21614,William,Thomas,William Thomas,MALE,2021-11-18,Cliffside
21615,Grace,Torres,Grace Torres,FEMALE,2022-11-04,Concord
21616,Carson,Wood,Carson Wood,MALE,2022-04-17,Burien
21617,Jennifer,Miller,Jennifer Miller,FEMALE,2023-01-20,Corvallis
21618,Elijah,Carter,Elijah Carter,MALE,2021-11-07,N. Vancouver
21619,Angela,Patterson,Angela Patterson,FEMALE,2022-02-17,Woodland Hills
21620,Mariah,Brooks,Mariah Brooks,FEMALE,2021-10-28,Haney
21621,Jordan,Parker,Jordan Parker,MALE,2021-11-20,N. Vancouver
21622,Ethan,Winston,Ethan Winston,MALE,2021-11-03,Oak Bay
21623,Connor,Diaz,Connor Diaz,MALE,2022-12-17,Port Orchard
21624,Faith,Price,Faith Price,FEMALE,2022-05-10,Tacoma
21625,Jennifer,Hall,Jennifer Hall,FEMALE,2022-08-11,Woodburn
21626,Brianna,Garcia,Brianna Garcia,FEMALE,2022-09-11,Yakima
21627,Bailey,Roberts,Bailey Roberts,FEMALE,2022-06-25,Burlingame
21628,Kelli,Xu,Kelli Xu,FEMALE,2022-09-05,Burien
21629,Thomas,Thomas,Thomas Thomas,MALE,2021-11-23,Langley
21630,Faith,Jenkins,Faith Jenkins,FEMALE,2022-02-13,Marysville
21631,Martin,Sanchez,Martin Sanchez,MALE,2022-07-14,Cliffside
21632,Jaclyn,Liang,Jaclyn Liang,FEMALE,2022-04-09,Coronado
21633,Cameron,Zhang,Cameron Zhang,MALE,2022-03-23,Puyallup
21634,Arianna,Cook,Arianna Cook,FEMALE,2022-09-19,Edmonds
21635,Christian,Lewis,Christian Lewis,MALE,2022-06-21,Palo Alto
21636,Katherine,Rivera,Katherine Rivera,FEMALE,2022-07-25,Woodland Hills
21637,Richard,Lewis,Richard Lewis,MALE,2022-11-13,San Diego
21638,Olivia,Harris,Olivia Harris,FEMALE,2022-11-07,Corvallis
21639,Anthony,Wilson,Anthony Wilson,MALE,2022-08-11,Burien
21640,Charles,Cooper,Charles Cooper,MALE,2022-07-20,Daly City
21641,Kaylee,Perez,Kaylee Perez,FEMALE,2022-11-27,Daly City
21642,Alexandra,Rodriguez,Alexandra Rodriguez,FEMALE,2021-11-05,Oak Bay
21643,Wyatt,Diaz,Wyatt Diaz,MALE,2022-11-25,Concord
21644,Sydney,Howard,Sydney Howard,FEMALE,2022-11-22,West Covina
21645,Spencer,Alexander,Spencer Alexander,MALE,2022-11-12,Walla Walla
21646,Luis,Bryant,Luis Bryant,MALE,2022-02-18,Lemon Grove
21647,Blake,Brown,Blake Brown,MALE,2022-02-10,Bremerton
21648,Ronnie,Sun,Ronnie Sun,MALE,2022-02-13,Burbank
21649,Keith,Nara,Keith Nara,MALE,2022-02-18,Concord
21650,Cedric,Zeng,Cedric Zeng,MALE,2022-02-15,Coronado
21651,Sean,Cooper,Sean Cooper,MALE,2022-03-10,Puyallup
21652,Julia,Bell,Julia Bell,FEMALE,2021-10-29,Vancouver
21653,Jose,Anderson,Jose Anderson,MALE,2022-03-29,San Gabriel
21654,Aidan,Barnes,Aidan Barnes,MALE,2022-03-16,Imperial Beach
21655,Zachary,Bryant,Zachary Bryant,MALE,2021-12-27,Newton
21656,Hannah,Hayes,Hannah Hayes,FEMALE,2022-08-16,Victoria
21657,Sara,Green,Sara Green,FEMALE,2022-04-22,Bellingham
21658,Jocelyn,Powell,Jocelyn Powell,FEMALE,2021-12-03,Vancouver
21659,Gabrielle,Jenkins,Gabrielle Jenkins,FEMALE,2020-01-16,Haney
21660,Allison,Watson,Allison Watson,FEMALE,2022-11-21,Mill Valley
21661,Terry,Champion,Terry Champion,MALE,2022-06-27,Berlin
21662,Orlando,Muñoz,Orlando Muñoz,MALE,2022-04-22,Roissy en Brie
21663,Kenneth,Goel,Kenneth Goel,MALE,2022-08-19,Stuttgart
21664,Edwin,Yuan,Edwin Yuan,MALE,2022-11-03,Roubaix
21665,Karl,Jai,Karl Jai,MALE,2022-04-21,Colomiers
21666,Leslie,Jimenez,Leslie Jimenez,FEMALE,2022-09-24,Berlin
21667,Crystal,Zhang,Crystal Zhang,FEMALE,2022-10-02,München
21668,Christina,Rogers,Christina Rogers,FEMALE,2021-12-23,Bury
21669,Jessica,Rodriguez,Jessica Rodriguez,FEMALE,2021-11-28,Cheltenham
21670,Benjamin,Lal,Benjamin Lal,MALE,2022-09-11,Lille
21671,Nicolas,Jai,Nicolas Jai,MALE,2022-04-20,Roubaix
21672,Craig,Gomez,Craig Gomez,MALE,2022-12-26,Frankfurt am Main
21673,Jésus,Gill,Jésus Gill,MALE,2022-04-28,Paris
21674,Jada,Morris,Jada Morris,FEMALE,2022-10-28,Bottrop
21675,Adriana,Rana,Adriana Rana,FEMALE,2023-01-15,Paris
21676,Valerie,Guo,Valerie Guo,FEMALE,2022-12-28,Suresnes
21677,Cedric,Chander,Cedric Chander,MALE,2022-10-29,Bobigny
21678,Alvin,Tang,Alvin Tang,MALE,2022-03-09,Milton Keynes
21679,Drew,Yuan,Drew Yuan,MALE,2022-07-13,Berkshire
21680,Ricky,Torres,Ricky Torres,MALE,2022-03-06,Salzgitter
21681,Casey,Ortega,Casey Ortega,MALE,2022-10-17,Hannover
21682,Katrina,Goel,Katrina Goel,FEMALE,2022-10-05,Bury
21683,Henry,Suri,Henry Suri,MALE,2022-07-01,York
21684,Mariah,Bennett,Mariah Bennett,FEMALE,2022-08-11,Roubaix
21685,Bailey,Green,Bailey Green,FEMALE,2022-11-26,Port Orchard
21686,Albert,Ortega,Albert Ortega,MALE,2022-07-19,Burlingame
21687,Sarah,Brown,Sarah Brown,FEMALE,2022-10-19,El Cajon
21688,Jesse,Morris,Jesse Morris,MALE,2022-03-12,San Gabriel
21689,Olivia,Simmons,Olivia Simmons,FEMALE,2022-11-13,Bellingham
21690,Samantha,Thomas,Samantha Thomas,FEMALE,2022-04-18,Cliffside
21691,Brandon,Martin,Brandon Martin,MALE,2022-04-30,Oak Bay
21692,Savannah,Ward,Savannah Ward,FEMALE,2022-07-12,Yakima
21693,Alyssa,Ashe,Alyssa Ashe,FEMALE,2022-05-31,Berkeley
21694,Bobby,Sai,Bobby Sai,MALE,2022-09-14,Berkeley
21695,Ethan,Rodriguez,Ethan Rodriguez,MALE,2022-11-27,Berkeley
21696,Gabrielle,Watson,Gabrielle Watson,FEMALE,2022-12-29,Edmonds
21697,Dalton,Powell,Dalton Powell,MALE,2022-10-21,Woodland Hills
21698,Tracy,She,Tracy She,FEMALE,2022-03-17,Concord
21699,Logan,Sharma,Logan Sharma,MALE,2022-10-30,Mill Valley
21700,Juan,Ramirez,Juan Ramirez,MALE,2022-10-30,Palo Alto
21701,Abigail,Sanders,Abigail Sanders,FEMALE,2022-06-08,Lake Oswego
21702,Paige,Gonzales,Paige Gonzales,FEMALE,2022-03-12,Shawnee
21703,Paige,Blue,Paige Blue,FEMALE,2022-09-01,Victoria
21704,Charles,Martinez,Charles Martinez,MALE,2022-11-12,Seattle
21705,Warren,Sharma,Warren Sharma,MALE,2022-12-05,Chula Vista
